Brewery,Name,Address,Brewery_Type,URL,URL_Title,Map_URL,Telephone,Latitude,Longitude
brewery,White Birch Brewing,"1339 Hooksett Rd Hooksett, NH 03106-1847",Micro,http://www.whitebirchbrewing.com,www.whitebirchbrewing.com,http://www.google.com/maps/place/1339 Hooksett Rd++Hooksett+NH+United States,(603) 244-8593,43.058506,-71.441644
brewery,Knee Deep Brewing Co.,"13395 New Airport Rd Ste H Auburn, CA 95602-7419",Micro,http://www.kneedeepbrewing.com,www.kneedeepbrewing.com,http://www.google.com/maps/place/13395 New Airport Rd Ste H++Auburn+CA+United States,(775) 750-8028,38.951909,-121.08036
brewery,Solarc Brewing,"134 S Avenue 57 Los Angeles, CA 90042-4702",Micro,http://www.solarcbrewing.com,www.solarcbrewing.com,http://www.google.com/maps/place/134 S Avenue 57++Los Angeles+CA+United States,(508) 479-2502,34.10892,-118.192301
brewery,Basket Case Brewing Co,"1340 1/2 Mill St Jasper, IN 47546-2310",Micro,http://www.basketcasebeer.com,www.basketcasebeer.com,http://www.google.com/maps/place/1340 1/2 Mill St++Jasper+IN+United States,(812) 482-4345,38.398285,-86.928309
brewery,Radicle Effect Brewerks,"1340 31st St Rock Island, IL 61201-2949",Micro,http://www.rebrewerks.com,www.rebrewerks.com,http://www.google.com/maps/place/1340 31st St++Rock Island+IL+United States,(309) 283-7605,41.497733,-90.556185
brewery,Four Peaks Brewing Co,"1340 E 8th St Ste 104 Tempe, AZ 85281-4396",Regional,http://www.fourpeaks.com,www.fourpeaks.com,http://www.google.com/maps/place/1340 E 8th St Ste 104++Tempe+AZ+United States,(480) 303-9967,33.419643,-111.916056
brewery,Bauhaus Brew Labs,"1341 Tyler St NE Minneapolis, MN 55413-1530",Micro,http://www.bauhausbrewlabs.com,www.bauhausbrewlabs.com,http://www.google.com/maps/place/1341 Tyler St NE++Minneapolis+MN+United States,(612) 327-8774,45.001849,-93.246057
brewery,Cornel's Brewing Company,"13410 Highway 105 Beaumont, TX 77713-9470",Micro,,,http://www.google.com/maps/place/13410 Highway 105++Beaumont+TX+United States,,30.13453,-94.266735
brewery,Kern River Brewing Co,"13415 Sierra Way Kernville, CA 93238-9714",Brewpub,http://www.kernriverbrewingcompany.com,www.kernriverbrewingcompany.com,http://www.google.com/maps/place/13415 Sierra Way++Kernville+CA+United States,(760) 376-2337,35.757467,-118.419297
brewery,Brew Rebellion,"13444 California St Ste B Yucaipa, CA 92399-5402",Micro,http://www.brewrebellion.com,www.brewrebellion.com,http://www.google.com/maps/place/13444 California St Ste B++Yucaipa+CA+United States,(951) 907-4844,34.009528,-117.039272
brewery,Franklin Brewing Co,"1345 East Ave Elyria, OH 44035-7681",Micro,,,http://www.google.com/maps/place/1345 East Ave++Elyria+OH+United States,,41.350696,-82.101027
brewery,Erie Canal Brewing Company,"135 James St Canastota, NY 13032-1409",Micro,http://www.eriecanalbrewingcompany.com,www.eriecanalbrewingcompany.com,http://www.google.com/maps/place/135 James St++Canastota+NY+United States,(315) 510-5001,43.075675,-75.754193
brewery,Sun King Brewing Co,"135 N College Ave Indianapolis, IN 46202-3801",Regional,http://www.sunkingbrewing.com,www.sunkingbrewing.com,http://www.google.com/maps/place/135 N College Ave++Indianapolis+IN+United States,(317) 602-3702,39.769055,-86.14469
brewery,Pizza Port Solana Beach,"135 N Highway 101 Solana Beach, CA 92075-1128",Brewpub,http://www.pizzaport.com,www.pizzaport.com,http://www.google.com/maps/place/135 N Highway 101++Solana Beach+CA+United States,(858) 481-7332,32.992923,-117.272216
brewery,Big Lick Brewing Company,"135 Salem Ave SW Ste 100 Roanoke, VA 24011",Micro,http://www.biglickbrewingco.com,www.biglickbrewingco.com,http://www.google.com/maps/place/135 Salem Ave SW Ste 100++Roanoke+VA+United States,(540) 562-8383,37.272669,-79.943971
brewery,Only Child Brewing Company,"1350 Tri State Pkwy Gurnee, IL 60031",Micro,http://www.onlychildbrewing.com,www.onlychildbrewing.com,http://www.google.com/maps/place/1350 Tri State Pkwy++Gurnee+IL+United States,(224) 656-5241,42.377122,-87.950518
brewery,"Jolly Pumpkin Restaurant, Brewery &amp; Distillery","13512 Peninsula Dr Old Mission PeninsulaTraverse City, MI 49686-9717",Micro,http://www.jollypumpkin.com,www.jollypumpkin.com,http://www.google.com/maps/place/13512 Peninsula Dr+Old Mission Peninsula+Traverse City+MI+United States,(231) 223-4333,44.886182,-85.52853
brewery,Black Mesa Brewing Company,"1354 W Sheridan Ave Oklahoma City, OK 73106-5234",Proprietor,http://www.blackmesabrewing.com,www.blackmesabrewing.com,http://www.google.com/maps/place/1354 W Sheridan Ave++Oklahoma City+OK+United States,(405) 367-7569,35.466353,-97.53712
brewery,Neon Groudhog Brewery - Majestic Oak Winery,"13554 Mohler Rd Grand Rapids, OH 43522-9648",Micro,http://www.majesticoakwinery.com,www.majesticoakwinery.com,http://www.google.com/maps/place/13554 Mohler Rd++Grand Rapids+OH+United States,(419) 875-6474,41.488295,-83.867835
brewery,Wild Heaven Craft Beers,"135B Maple St Decatur, GA 30030-3953",Micro,http://www.wildheavencraftbeers.com,www.wildheavencraftbeers.com,http://www.google.com/maps/place/135B Maple St++Decatur+GA+United States,(404) 997-8589,33.776486,-84.275784
brewery,Amicas Pizza &amp; Microbrewery,"136 E 2nd St Salida, CO 81201-2115",Brewpub,http://www.amicassalida.com,www.amicassalida.com,http://www.google.com/maps/place/136 E 2nd St++Salida+CO+United States,(719) 539-5219,38.535127,-105.991733
brewery,Southerleigh Brewing,"136 E Grayson St., Ste 120 San Antonio, TX 78212-4114",Brewpub,http://www.southerleigh.com,www.southerleigh.com,"http://www.google.com/maps/place/136 E Grayson St., Ste 120++San Antonio+TX+United States",(210) 542-5376,29.444834,-98.482994
brewery,Cayucos Brewing Co,"136 Ocean Front Ln Cayucos, CA 93430-1649",Contract,http://www.cayucosbeer.com,www.cayucosbeer.com,http://www.google.com/maps/place/136 Ocean Front Ln++Cayucos+CA+United States,(805) 995-1993,35.448855,-120.90503
brewery,Water Buffalo Brewery,"136 Russet Rd Walla Walla, WA 99362-8253",Micro,,,http://www.google.com/maps/place/136 Russet Rd++Walla Walla+WA+United States,(509) 525-3241,46.052437,-118.406061
brewery,Red Shedman Farm Brewery,"13601 Glissans Mill Rd Mount Airy, MD 21771-8507",Micro,http://www.redshedman.com,www.redshedman.com,http://www.google.com/maps/place/13601 Glissans Mill Rd++Mount Airy+MD+United States,(301) 831-5889,39.422692,-77.193326
brewery,Lakes &amp; Legends,"1368 Lasalle Ave Minneapolis, MN 55403-2316",Micro,http://www.lakesandlegends.com,www.lakesandlegends.com,http://www.google.com/maps/place/1368 Lasalle Ave++Minneapolis+MN+United States,,44.969072,-93.280085
brewery,Figueroa Mountain Brewing,"137 Anacapa St Ste F Santa Barbara, CA 93101-1848",Micro,http://www.figmtnbrew.com,www.figmtnbrew.com,http://www.google.com/maps/place/137 Anacapa St Ste F++Santa Barbara+CA+United States,(805) 886-9275,34.414747,-119.69064
brewery,Happy Valley Brewing Company,"137 Elmwood St State College, PA 16801-6851",Brewpub,http://www.happyvalleybeer.com,www.happyvalleybeer.com,http://www.google.com/maps/place/137 Elmwood St++State College+PA+United States,(814) 234-4406,40.810419,-77.830322
brewery,Fenton Winery &amp; Brewery,"1370 N Long Lake Rd Fenton, MI 48430-8867",Micro,http://www.fentonwinery.com,www.fentonwinery.com,http://www.google.com/maps/place/1370 N Long Lake Rd++Fenton+MI+United States,(810) 373-4194,42.851823,-83.703333
brewery,Lake Tapps Brewing Company,"13704 Valley Ave E Sumner, WA 98390-1537",Micro,http://www.laketappsbrewingco.com,www.laketappsbrewingco.com,http://www.google.com/maps/place/13704 Valley Ave E++Sumner+WA+United States,(253) 760-0869,47.203771,-122.246708
brewery,The Occasional Brew,"13757 Honey Run Wy Colorado Springs, CO 80921-2971",Micro,http://www.theoccasionalbrew.com,www.theoccasionalbrew.com,http://www.google.com/maps/place/13757 Honey Run Wy++Colorado Springs+CO+United States,(719) 310-3787,39.031205,-104.784593
brewery,Triumph Brewing Co of Princeton,"138 Nassau St Ste A Princeton, NJ 08542-7011",Brewpub,http://www.triumphbrew.com,www.triumphbrew.com,http://www.google.com/maps/place/138 Nassau St Ste A++Princeton+NJ+United States,(609) 924-7855,40.350437,-74.658265
brewery,Lyonsmith Brewing Company,"138 Water St Penn Yan, NY 14527",Micro,http://www.lyonsmithbrewing.com,www.lyonsmithbrewing.com,http://www.google.com/maps/place/138 Water St++Penn Yan+NY+United States,(315) 536-5603,42.659052,-77.054724
brewery,Seward Brewing,"139 4th Ave Seward, AK 99664",Brewpub,http://www.sewardbrewingcompany.com,www.sewardbrewingcompany.com,http://www.google.com/maps/place/139 4th Ave++Seward+AK+United States,(907) 422-0337,60.101127,-149.440503
brewery,Firefly Hollow Brewing Co.,"139 Center St Ste 5005 Bristol, CT 06010-5086",Micro,http://www.fireflybrewing.com,www.fireflybrewing.com,http://www.google.com/maps/place/139 Center St Ste 5005++Bristol+CT+United States,,41.676108,-72.945388
brewery,Tampa Bay Brewing Co,"13937 Monroes Business Park Tampa, FL 33635-6309",Brewpub,,,,(813) 247-1422,28.038157,-82.647939
brewery,Magnolia Brewing Company,"1398 Haight St San Francisco, CA 94117-2909",Brewpub,http://www.magnoliapub.com,www.magnoliapub.com,http://www.google.com/maps/place/1398 Haight St++San Francisco+CA+United States,(415) 864-7468,37.770388,-122.445174
brewery,BJs Restaurant &amp; Brewery - Reno,"13999 S Virginia St Reno, NV 89511-8917",Micro,http://www.bjsbrewhouse.com,www.bjsbrewhouse.com,http://www.google.com/maps/place/13999 S Virginia St++Reno+NV+United States,(775) 853-7573,39.405613,-119.748892
brewery,Pinglehead Brewery / Brewer's Pizza,"14 Blanding Blvd Ste B Orange Park, FL 32073-2232",Micro,http://www.brewerspizza.com,www.brewerspizza.com,http://www.google.com/maps/place/14 Blanding Blvd Ste B++Orange Park+FL+United States,(904) 276-5159,30.188463,-81.739471
brewery,Jailhouse Brewing Co,"14 Cherry St Hampton, GA 30228-5575",Micro,http://www.jailhousebrewing.com,www.jailhousebrewing.com,http://www.google.com/maps/place/14 Cherry St++Hampton+GA+United States,(404) 729-7681,33.38689,-84.282227
brewery,The FarmHouse Brewery,"14 George St Owego, NY 13827-1014",Micro,http://www.thefarmhousebrewery.com,www.thefarmhousebrewery.com,http://www.google.com/maps/place/14 George St++Owego+NY+United States,(607) 227-0638,42.111284,-76.269332
brewery,Aeronaut Brewing Company,"14 Tyler St Somerville, MA 02143-3224",Micro,http://www.aeronautbrewing.com,www.aeronautbrewing.com,http://www.google.com/maps/place/14 Tyler St++Somerville+MA+United States,(617) 718-0602,42.381783,-71.105669
brewery,Pinelands Brewing,"140 7th Ave Unit 15 Little Egg Harbor Twp, NJ 08087-4259",Micro,http://www.pinelandsbrewing.com,www.pinelandsbrewing.com,http://www.google.com/maps/place/140 7th Ave Unit 15++Little Egg Harbor Twp+NJ+United States,(609) 296-6169,39.615837,-74.342755
brewery,Great Deep Brewing Co / Mermaid Tavern &amp; Grille,"140 Aspinall Ave Hagatna, GU 96910-5168",Brewpub,http://www.greatdeepbrewing.com,www.greatdeepbrewing.com,http://www.google.com/maps/place/140 Aspinall Ave++Hagatna+GU+United States,(671) 472-2337,13.47545,144.750563
brewery,Copper Creek Brewing Company,"140 E Washington St PO Box 8111Athens, GA 30601-2747",Brewpub,http://www.classiccitybrew.com/burntstone.html,www.classiccitybrew.com/burntstone.html,http://www.google.com/maps/place/140 E Washington St+PO Box 8111+Athens+GA+United States,(706) 546-1102,33.958891,-83.376684
brewery,Aiken Brewing Co,"140 Laurens St SW Aiken, SC 29801-3848",Brewpub,http://www.aikenbrewingcompany.com,www.aikenbrewingcompany.com,http://www.google.com/maps/place/140 Laurens St SW++Aiken+SC+United States,(803) 502-0707,33.560277,-81.72269
brewery,El Segundo Brewing Co,"140 Main St El Segundo, CA 90245-3801",Micro,http://www.elsegundobrewing.com,www.elsegundobrewing.com,http://www.google.com/maps/place/140 Main St++El Segundo+CA+United States,(310) 529-3882,33.917709,-118.415658
brewery,Calapooia Brewing Co / Siletz Ales,"140 NE Hill St Albany, OR 97321-3002",Micro,http://www.calapooiabrewing.com,www.calapooiabrewing.com,http://www.google.com/maps/place/140 NE Hill St++Albany+OR+United States,(541) 928-1931,44.639209,-123.094014
brewery,RAM Restaurant &amp; Brewery -  Indianapolis,"140 S Illinois St Indianapolis, IN 46204",Brewpub,http://www.theram.com,www.theram.com,http://www.google.com/maps/place/140 S Illinois St++Indianapolis+IN+United States,(317) 955-9900,39.769479,-86.159836
brewery,Gonzo's BigDogg Brewery,"140 S Westnedge Ave Kalamazoo, MI 49007-4600",Brewpub,http://www.gonzosbiggdoggbrewing.com,www.gonzosbiggdoggbrewing.com,http://www.google.com/maps/place/140 S Westnedge Ave++Kalamazoo+MI+United States,(269) 382-2739,42.291146,-85.589743
brewery,Carolina Brewing Co,"140 Thomas Mill Rd Holly Springs, NC 27540-9372",Micro,http://www.carolinabrew.com,www.carolinabrew.com,http://www.google.com/maps/place/140 Thomas Mill Rd++Holly Springs+NC+United States,(919) 557-2337,35.655712,-78.853892
brewery,Fernson Brewing Co,"1400 E Robur Dr Sioux Falls, SD 57104",Micro,http://www.fernson.com,www.fernson.com,http://www.google.com/maps/place/1400 E Robur Dr++Sioux Falls+SD+United States,,43.607973,-96.707514
brewery,Firestone Walker Brewing Co,"1400 Ramada Dr Paso Robles, CA 93446-3993",Regional,http://www.firestonebeer.com,www.firestonebeer.com,http://www.google.com/maps/place/1400 Ramada Dr++Paso Robles+CA+United States,(805) 225-5911,35.59589,-120.694117
brewery,Generations Brewing Company,"1400 South Adams Ave Freeport, IL 61032-9706",Micro,http://www.generationsbrewing.com,www.generationsbrewing.com,http://www.google.com/maps/place/1400 South Adams Ave++Freeport+IL+United States,(815) 616-5941,42.284496,-89.595216
brewery,Brew Detroit,"1401 Abbott St Detroit, MI 48216-1946",Micro,http://www.brewdetroit.com,www.brewdetroit.com,http://www.google.com/maps/place/1401 Abbott St++Detroit+MI+United States,,42.32773,-83.061882
brewery,Sandude Brewing Co,"1401 Freitas Park Turlock, CA 95380-6254",Micro,,,http://www.google.com/maps/place/1401 Freitas Park++Turlock+CA+United States,(209) 678-1547,37.47975,-120.860118
brewery,Tommyknocker Brewery &amp; Pub,"1401 Miner St Idaho Springs, CO 80452",Micro,http://www.tommyknocker.com,www.tommyknocker.com,http://www.google.com/maps/place/1401 Miner St++Idaho Springs+CO+United States,(303) 567-2688,39.741618,-105.517665
brewery,Pearl Street Brewery,"1401 Saint Andrew St La Crosse, WI 54603-2866",Micro,http://www.pearlstreetbrewery.com,www.pearlstreetbrewery.com,http://www.google.com/maps/place/1401 Saint Andrew St++La Crosse+WI+United States,(608) 784-4832,43.834352,-91.236154
brewery,Northwood Public House &amp; Brewery,"1401 SE Rasmussen Blvd Battle Ground, WA 98604-8620",Brewpub,http://www.northwoodpublichouse.com,www.northwoodpublichouse.com,http://www.google.com/maps/place/1401 SE Rasmussen Blvd++Battle Ground+WA+United States,(360) 723-0937,45.775239,-122.523228
brewery,Oregon City Brewing Company,"1401 Washington St Oregon City, OR 97045-1650",Micro,http://www.ocbeerco.com,www.ocbeerco.com,http://www.google.com/maps/place/1401 Washington St++Oregon City+OR+United States,(503) 908-1948,45.361691,-122.600084
brewery,Granite City Food &amp; Brewery (#22),"14035 S La Grange Rd Orland Park, IL 60462-1321",Brewpub,http://www.gcfb.com,www.gcfb.com,http://www.google.com/maps/place/14035 S La Grange Rd++Orland Park+IL+United States,(708) 364-1212,41.634421,-87.853291
brewery,Strong Arm Brewing Co,"14037 SE 192nd St Renton, WA 98058-9408",Micro,http://www.strongarmbrewing.com,www.strongarmbrewing.com,http://www.google.com/maps/place/14037 SE 192nd St++Renton+WA+United States,(425) 275-7413,47.430059,-122.152222
brewery,Trumer Brauerei,"1404 4th St Berkeley, CA 94710-1323",Regional,http://www.trumer-international.com,www.trumer-international.com,http://www.google.com/maps/place/1404 4th St++Berkeley+CA+United States,(510) 526-1160,37.876923,-122.303093
brewery,Growling Bear Brewing Company,"14051 Crown Ct. Woodbridge, VA 22193",Brewpub,http://www.growlingbearbrewing.com,www.growlingbearbrewing.com,http://www.google.com/maps/place/14051 Crown Ct.++Woodbridge+VA+United States,(571) 535-1965,37.291321,-80.115777
brewery,Reuben's Brews,"1406 NW 53rd St Ste 1A Seattle, WA 98107-3731",Micro,http://www.reubensbrews.com,www.reubensbrews.com,http://www.google.com/maps/place/1406 NW 53rd St Ste 1A++Seattle+WA+United States,(206) 784-2859,47.667412,-122.374083
brewery,Rock Wood Fired Pizza &amp; Brewery - Auburn,"1408 Lake Tapps Pkwy E Auburn, WA 98092-8158",Contract,http://www.therockwfp.com,www.therockwfp.com,http://www.google.com/maps/place/1408 Lake Tapps Pkwy E++Auburn+WA+United States,(253) 833-7887,47.244658,-122.209586
brewery,BS Brewing,"1408 Old Lehmann Rd Seguin, TX 78155-5048",Micro,http://www.bsbrewingtx.com,www.bsbrewingtx.com,http://www.google.com/maps/place/1408 Old Lehmann Rd++Seguin+TX+United States,(830) 660-8124,29.68824,-97.902067
brewery,Bulldog Brewing,"1409 119th St Whiting, IN 46394-1714",Brewpub,http://www.bulldogbrewingco.com,www.bulldogbrewingco.com,http://www.google.com/maps/place/1409 119th St++Whiting+IN+United States,(219) 655-5284,41.679515,-87.495117
brewery,Alpha Brewing Co.,"1409 Washington Ave Rear Saint Louis, MO 63103-1936",Micro,http://www.alphabrewingcompany.com,www.alphabrewingcompany.com,http://www.google.com/maps/place/1409 Washington Ave Rear++Saint Louis+MO+United States,(314) 621-2337,37.940748,-90.78826
brewery,1188 Brewing Co,"141 E Main St John Day, OR 97845-1210",Brewpub,http://www.1188brewing.com,www.1188brewing.com,http://www.google.com/maps/place/141 E Main St++John Day+OR+United States,(541) 575-1188,44.416106,-118.951872
brewery,Proclamation Ale Company,"141 Fairgrounds Rd West Kingston, RI 02892-1512",Micro,http://www.proclamationaleco.com,www.proclamationaleco.com,http://www.google.com/maps/place/141 Fairgrounds Rd++West Kingston+RI+United States,401-787-6450,41.481973,-71.565043
brewery,Route 2 Brews,"141 Harding Dr. Ste1 Lowell, IN 46356-2295",Micro,http://www.route2brewery.com,www.route2brewery.com,http://www.google.com/maps/place/141 Harding Dr. Ste1++Lowell+IN+United States,(219) 690-3080,41.290047,-87.422839
